end_date,filename,start_date
2019-12-14,L20193422019348.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-12-08
2009-10-17,M20092842009290.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-10-11
2022-09-24,L20222612022267.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-09-18
2008-07-12,M20081882008194.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-07-06
2022-03-05,L20220582022064.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-02-27
2008-10-11,M20082792008285.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-10-05
2016-09-24,L20162622016268.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-09-18
2016-11-12,L20163112016317.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-11-06
2016-10-29,L20162972016303.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-10-23
2011-05-14,M20111282011134.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-05-08
2012-01-28,M20120222012028.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2012-01-22
2016-12-24,L20163532016359.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-12-18
2011-06-11,M20111562011162.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-06-05
2010-02-06,M20100312010037.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-01-31
2020-11-07,L20203062020312.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-11-01
2010-06-26,M20101712010177.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-06-20
2009-05-09,M20091232009129.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-05-03
2011-07-09,M20111842011190.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-07-03
2022-11-26,L20223242022330.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-11-20
2024-04-06,L20240912024097.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-03-31
2017-11-04,L20173022017308.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-10-29
2021-09-11,L20212482021254.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2021-09-05
2008-05-03,M20081182008124.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-04-27
2009-03-28,M20090812009087.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-03-22
2018-03-10,L20180632018069.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-03-04
2008-07-05,M20081812008187.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-06-29
2021-12-04,L20213322021338.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2021-11-28
2021-03-13,L20210662021072.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2021-03-07
2008-01-26,M20080202008026.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-01-20
2010-03-13,M20100662010072.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-03-07
2023-11-04,L20233022023308.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-10-29
2010-02-13,M20100382010044.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-02-07
2022-06-04,L20221492022155.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-05-29
2010-10-09,M20102762010282.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-10-03
2010-09-25,M20102622010268.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-09-19
2020-01-25,L20200192020025.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-01-19
2016-07-09,L20161852016191.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-07-03
2010-06-05,M20101502010156.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-05-30
2020-04-04,L20200892020095.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-03-29
2020-06-27,L20201732020179.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-06-21
2023-07-08,L20231832023189.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-07-02
2009-06-27,M20091722009178.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-06-21
2023-04-15,L20230992023105.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-04-09
2021-12-11,L20213392021345.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2021-12-05
2010-03-27,M20100802010086.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-03-21
2010-05-29,M20101432010149.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-05-23
2017-07-22,L20171972017203.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-07-16
2011-05-21,M20111352011141.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-05-15
2022-03-12,L20220652022071.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-03-06
2016-12-17,L20163462016352.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-12-11
2023-05-27,L20231412023147.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-05-21
2020-06-06,L20201522020158.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-05-31
2009-11-14,M20093122009318.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-11-08
2019-07-27,L20192022019208.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-07-21
2019-04-27,L20191112019117.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-04-21
2020-02-22,L20200472020053.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-02-16
2017-10-07,L20172742017280.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-10-01
2017-12-23,L20173512017357.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-12-17
2016-05-07,L20161222016128.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-05-01
2009-01-03,M20083632009003.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-12-28
2012-01-14,M20120082012014.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2012-01-08
2018-12-08,L20183362018342.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-12-02
2009-02-21,M20090462009052.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-02-15
2022-05-28,L20221422022148.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-05-22
2024-03-09,L20240632024069.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-03-03
2024-07-06,L20241822024188.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-06-30
2008-07-26,M20082022008208.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-07-20
2016-07-16,L20161922016198.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-07-10
2022-10-29,L20222962022302.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-10-23
2008-04-26,M20081112008117.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-04-20
2017-01-21,L20170152017021.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-01-15
2008-12-27,M20083562008362.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-12-21
2009-10-10,M20092772009283.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-10-04
2021-11-13,L20213112021317.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2021-11-07
2008-06-14,M20081602008166.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-06-08
2017-06-03,L20171482017154.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-05-28
2010-12-04,M20103322010338.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-11-28
2009-08-15,M20092212009227.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-08-09
2009-01-24,M20090182009024.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-01-18
2018-10-20,L20182872018293.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-10-14
2009-01-17,M20090112009017.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-01-11
2018-06-02,L20181472018153.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-05-27
2020-07-18,L20201942020200.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-07-12
2019-03-16,L20190692019075.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-03-10
2020-09-12,L20202502020256.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-09-06
2020-08-29,L20202362020242.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-08-23
2022-05-14,L20221282022134.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-05-08
2023-07-29,L20232042023210.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-07-23
2022-04-09,L20220932022099.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-04-03
2010-03-06,M20100592010065.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-02-28
2011-10-22,M20112892011295.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-10-16
2022-11-19,L20223172022323.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-11-13
2010-07-10,M20101852010191.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-07-04
2024-06-22,L20241682024174.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-06-16
2019-10-12,L20192792019285.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-10-06
2008-08-23,M20082302008236.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-08-17
2022-08-06,L20222122022218.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-07-31
2008-11-01,M20083002008306.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-10-26
2024-08-10,L20242172024223.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-08-04
2009-07-25,M20092002009206.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-07-19
2009-03-07,M20090602009066.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-03-01
2018-01-27,L20180212018027.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-01-21
2009-09-12,M20092492009255.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-09-06
2010-11-06,M20103042010310.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-10-31
2011-07-30,M20112052011211.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-07-24
2021-06-19,L20211642021170.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2021-06-13
2011-06-18,M20111632011169.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-06-12
2010-02-20,M20100452010051.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-02-14
2018-06-23,L20181682018174.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-06-17
2017-01-14,L20170082017014.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-01-08
2024-03-02,L20240562024062.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-02-25
2010-05-15,M20101292010135.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-05-09
2024-08-03,L20242102024216.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-07-28
2023-04-01,L20230852023091.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-03-26
2023-01-07,L20230012023007.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-01-01
2020-06-13,L20201592020165.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-06-07
2016-05-14,L20161292016135.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-05-08
2023-01-28,L20230222023028.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-01-22
2010-08-14,M20102202010226.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-08-08
2024-11-09,L20243082024314.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-11-03
2023-02-18,L20230432023049.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-02-12
2009-12-12,M20093402009346.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-12-06
2017-06-17,L20171622017168.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-06-11
2017-07-15,L20171902017196.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-07-09
2023-06-17,L20231622023168.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-06-11
2024-01-27,L20240212024027.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-01-21
2020-04-25,L20201102020116.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-04-19
2017-04-22,L20171062017112.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-04-16
2010-09-11,M20102482010254.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-09-05
2018-12-15,L20183432018349.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-12-09
2019-07-20,L20191952019201.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-07-14
2010-11-13,M20103112010317.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-11-07
2017-03-04,L20170572017063.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-02-26
2018-07-21,L20181962018202.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-07-15
2021-01-09,L20210032021009.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2021-01-03
2011-09-03,M20112402011246.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-08-28
2018-10-27,L20182942018300.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-10-21
2018-09-15,L20182522018258.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-09-09
2019-09-14,L20192512019257.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-09-08
2024-02-24,L20240492024055.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-02-18
2019-05-04,L20191182019124.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-04-28
2016-06-11,L20161572016163.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-06-05
2023-09-30,L20232672023273.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-09-24
2024-08-17,L20242242024230.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-08-11
2024-01-20,L20240142024020.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-01-14
2009-12-19,M20093472009353.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-12-13
2011-03-05,M20110582011064.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-02-27
2023-09-16,L20232532023259.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-09-10
2022-04-16,L20221002022106.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-04-10
2011-08-27,M20112332011239.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-08-21
2010-05-01,M20101152010121.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-04-25
2008-04-19,M20081042008110.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-04-13
2011-12-24,M20113522011358.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-12-18
2008-11-08,M20083072008313.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-11-02
2011-01-01,M20103602011001.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-12-26
2021-01-16,L20210102021016.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2021-01-10
2019-12-21,L20193492019355.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-12-15
2010-07-03,M20101782010184.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-06-27
2019-07-06,L20191812019187.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-06-30
2019-01-26,L20190202019026.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-01-20
2016-08-20,L20162272016233.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-08-14
2018-11-17,L20183152018321.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-11-11
2017-12-09,L20173372017343.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-12-03
2010-11-20,M20103182010324.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-11-14
2019-11-30,L20193282019334.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-11-24
2010-01-16,M20100102010016.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-01-10
2022-04-30,L20221142022120.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-04-24
2023-05-06,L20231202023126.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-04-30
2021-11-06,L20213042021310.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2021-10-31
2020-02-08,L20200332020039.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-02-02
2024-03-23,L20240772024083.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-03-17
2020-12-05,L20203342020340.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-11-29
2012-02-11,M20120362012042.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2012-02-05
2018-01-20,L20180142018020.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-01-14
2020-10-24,L20202922020298.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-10-18
2019-08-17,L20192232019229.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-08-11
2022-01-15,L20220092022015.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-01-09
2008-01-05,M20073642008005.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2007-12-30
2019-04-20,L20191042019110.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-04-14
2023-04-22,L20231062023112.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2023-04-16
2020-05-09,L20201242020130.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-05-03
2016-11-19,L20163182016324.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-11-13
2022-04-23,L20221072022113.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-04-17
2021-04-17,L20211012021107.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2021-04-11
2011-02-26,M20110512011057.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-02-20
2011-12-31,M20113592011365.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-12-25
2019-12-28,L20193562019362.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-12-22
2008-02-02,M20080272008033.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-01-27
2008-03-29,M20080832008089.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-03-23
2024-05-04,L20241192024125.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-04-28
2009-04-18,M20091022009108.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-04-12
2017-09-23,L20172602017266.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-09-17
2018-04-07,L20180912018097.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-04-01
2011-09-10,M20112472011253.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-09-04
2022-07-30,L20222052022211.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-07-24
2011-07-23,M20111982011204.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-07-17
2011-10-01,M20112682011274.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-09-25
2008-04-05,M20080902008096.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-03-30
2019-10-19,L20192862019292.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-10-13
2011-11-12,M20113102011316.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-11-06
2019-04-13,L20190972019103.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2019-04-07
2008-07-19,M20081952008201.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-07-13
2021-04-24,L20211082021114.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2021-04-18
2011-12-03,M20113312011337.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2011-11-27
2017-10-21,L20172882017294.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2017-10-15
2018-07-14,L20181892018195.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-07-08
2022-02-12,L20220372022043.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-02-06
2020-10-31,L20202992020305.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-10-25
2022-08-20,L20222262022232.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-08-14
2010-04-17,M20101012010107.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-04-11
2009-02-14,M20090392009045.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-02-08
2009-07-18,M20091932009199.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-07-12
2018-12-01,L20183292018335.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-11-25
2020-12-26,L20203552020361.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2020-12-20
2022-01-29,L20220232022029.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2022-01-23
2009-12-05,M20093332009339.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-11-29
2016-05-28,L20161432016149.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-05-22
2009-10-03,M20092702009276.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2009-09-27
2016-09-03,L20162412016247.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2016-08-28
2024-09-21,L20242592024265.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2024-09-15
2008-12-06,M20083352008341.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2008-11-30
2010-10-16,M20102832010289.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2010-10-10
2018-09-01,L20182382018244.L3m_7D_CYAN_CI_cyano_CYAN_CONUS_300m_merged.tif,2018-08-26
